authorid,author_name,resource_title,resource_month,resource_day,resource_year,resource_language,resource_sample_url,resource_full_url,resource_type,resource_source,tags,comments
glamming,George Lamming,Season of adventure,,,1960,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/20/00001/PR9230-9-L25S41960_dj.jpg,https://www.dloc.com/AA00030520/00001/images,image,dLOC,,
glamming,George Lamming,Water with berries,,,1971,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/21/00001/PR9230-9-L25W381971_dj.jpg,https://www.dloc.com/AA00030521/00001/images,image,dLOC,,
glamming,George Lamming,The pleasures of exile,,,1960,,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/19/00001/PR9230-9-L25P541960_dj.jpg,https://www.dloc.com/AA00030519/00001/images,image,dLOC,,
glamming,George Lamming,"Sargasso, A Journal of Caribbean Literature, Language, and Culture",,,1986,,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00002/00001.jpg,https://www.dloc.com/UF00096005/00002/images,image,dLOC,,
gmauvois,Georges Mauvois,"Justice
hebdomadaire du Parti communiste martiniquais",Feburary,3,2011,French,https://ufdcimages.uflib.ufl.edu/UF/00/08/89/14/00204/00001.jpg,https://www.dloc.com/UF00088914/00204/images,image,dLOC,,
gsylvain,Georges Sylvain,Cric? Crac!,,,1929,,https://ufdcimages.uflib.ufl.edu/UF/00/07/65/77/00001/00001.jpg,https://www.dloc.com/UF00076577/00001/images,image,dLOC,,
gsylvain,Georges Sylvain,Dix années de lutte pour la liberté,,,1915,,https://ufdcimages.uflib.ufl.edu/AA/00/00/89/08/00001/00001_00002.jpg,https://www.dloc.com/AA00008908/00001/images,image,dLOC,,
gsylvain,Georges Sylvain,Dix années de lutte pour la liberté,,,1915,,https://ufdcimages.uflib.ufl.edu/AA/00/00/89/08/00002/00002_00004.jpg,https://www.dloc.com/AA00008908/00002/images,image,dLOC,,
gsylvain,Georges Sylvain,Cric? Crac!,,,1929,,https://ufdcimages.uflib.ufl.edu/UF/00/07/65/77/00001/00001.jpg,https://www.dloc.com/UF00076577/00001/images,image,dLOC,,
"
gpicart",Gina Picart,Qubit,March,,2010,,https://ufdcimages.uflib.ufl.edu/UF/00/10/34/97/00044/qubit_no44_Page_01.jpg,https://www.dloc.com/UF00103497/00044/images,image,dLOC,,
"
gpicart",Gina Picart,Alma mater,November,,2009,,https://ufdcimages.uflib.ufl.edu/UF/00/09/89/43/00046/00011-2009_Page_01.jpg,https://www.dloc.com/UF00098943/00046/images,image,dLOC,,
"
gpicart",Gina Picart,Qubit,June,,2008,,https://ufdcimages.uflib.ufl.edu/UF/00/10/34/97/00035/qubit_no35_Page_01.jpg,https://www.dloc.com/UF00103497/00035/images,image,dLOC,,
gpineau,Gisèle Pineau,Entre Nous : Lilyan Kesteloot sur la litterature africaine francophone ; Ligia Fonseca Ferreira sur la litterature noire au Bresil; Gisele Pineau sur « L'Exil selon Julia »,June,1,1997,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/34/82/00001/RL10059-CS-1299_02.mp3,https://www.dloc.com/AA00073482/00001/audios,audio,dLOC,,
gpineau,Gisèle Pineau,Entre Nous : Etonnants Voyageurs (2),March,31,2000,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/35/96/00001/RL10059-CS-1357_02.mp3,https://www.dloc.com/AA00073596/00001/audios,audio,dLOC,,
grohlehr,Gordon Rohlehr,"Nieuwe West-Indische gids
KITLV and NWIG",,,,,https://www.dloc.com/UF00099461/00122/pdf,https://www.dloc.com/UF00099461/00122/pdf,pdf,dLOC,,
grohlehr,Gordon Rohlehr,West Indian social sciences index,,,1974,,https://ufdcimages.uflib.ufl.edu/UF/00/07/23/42/00001/00001.jpg,https://www.dloc.com/UF00072342/00001/images,image,dLOC,,
grohlehr,Gordon Rohlehr,Caribbean Quarterly,December,,1997,,https://www.dloc.com/UF00099208/00061/images,https://www.dloc.com/UF00099208/00061/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
grohlehr,Gordon Rohlehr,Tapia,July,6,1975,,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00169/00001.jpg,https://www.dloc.com/UF00072147/00169/images,image,dLOC,,
grohlehr,Gordon Rohlehr,Creolizing womanhood,January,,2000,,https://ufdcimages.uflib.ufl.edu/AA/00/01/45/30/00001/00001.jpg,https://www.dloc.com/AA00014530/00001/images,image,dLOC,,
grohlehr,Gordon Rohlehr,"Scenes of Trauma
Violent Rites, Migration and the Performance of Afro-Caribbean Masculinities",,,2010,,https://ufdcimages.uflib.ufl.edu/UF/E0/04/16/23/00001/smith_c_Page_035.jpg,https://www.dloc.com/UFE0041623/00001/images,image,dLOC,,
gnichols,Grace Nichols,Woman Version : Theoretical Approaches To West Indian Fiction by Women,,,1993,,https://ufdcimages.uflib.ufl.edu/AA/00/05/28/65/00001/00001.jpg,https://www.dloc.com/AA00052865/00001/images,image,dLOC,,
gnichols,Grace Nichols,Kyk-over-Al,April,,1987,,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00024/00001.jpg,https://www.dloc.com/UF00080046/00024/images,image,dLOC,,
gcinfante,Guillermo Cabrera Infante,Lunes de Revolución,,,1959,,https://www.dloc.com/AA00013450/00076/pdf,https://www.dloc.com/AA00013450/00076/pdf,pdf,dLOC,,
gcinfante,Guillermo Cabrera Infante,Las estaciones de Reinaldo Bragado,,,2012,,https://www.dloc.com/AA00010706/00001/pdf,https://www.dloc.com/AA00010706/00001/pdf,pdf,dLOC,,
gcinfante,Guillermo Cabrera Infante,"Afro-Cuban religious experience
cultural reflections in narrative",,,2017,,https://www.dloc.com/AA00061989/00001/pdf,https://www.dloc.com/AA00061989/00001/pdf,pdf,dLOC,,
gcinfante,Guillermo Cabrera Infante,"Locking the Closet Door: Reformation of the Cuban Man and the Attempt to Eliminate Homosexuality,1950-1962",,,2015,,https://www.dloc.com/AA00037360/00001/pdf,https://www.dloc.com/AA00037360/00001/pdf,pdf,dLOC,,
gcinfante,Guillermo Cabrera Infante,The Children of Cuban exile and their literature,,,1983,,https://www.dloc.com/AA00052569/00001/images,https://www.dloc.com/AA00052569/00001/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
hkhemraj,Harischandra Khemraj,Kyk-over-Al,December,,1995,,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00033/00001.jpg,https://www.dloc.com/UF00080046/00033/images,image,dLOC,,
hkhemraj,Harischandra Khemraj,The Caribbean writer,,,2000,,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00015/AA00032523_00015_00001.jpg,https://www.dloc.com/AA00032523/00015/images,image,dLOC,,
hkhemraj,Harischandra Khemraj,Guyana chronicle,January,29,2006,,https://ufdcimages.uflib.ufl.edu/UF/00/08/89/15/00185/UF00088915_VID00185_00001.jpg,https://www.dloc.com/UF00088915/00185/images,image,dLOC,,
hsladoo,Harold Sonny Ladoo,Tapia,May,16,1976,,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00213/00001.jpg,https://www.dloc.com/UF00072147/00213/images,image,dLOC,,
hsladoo,Harold Sonny Ladoo,Caribbean Quarterly,December,,1991,,https://www.dloc.com/UF00099208/00044/images,https://www.dloc.com/UF00099208/00044/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
hsladoo,Harold Sonny Ladoo,Caribbean beat,September,,2017,,https://www.dloc.com/AA00090268/00037/pdf,https://www.dloc.com/AA00090268/00037/pdf,pdf,dLOC,,
hsladoo,Harold Sonny Ladoo,MaComère,,,2000,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00004/00004_00000.jpg,https://www.dloc.com/AA00000079/00004/images,image,dLOC,,
hsmcdonald,Hazel Simmons-McDonald,Linguistic Apartheid,,,2014,,https://www.dloc.com/UFE0046867/00001/pdf,https://www.dloc.com/UFE0046867/00001/pdf,pdf,dLOC,,
hsmcdonald,Hazel Simmons-McDonald,National review,October,17,2009,,https://ufdcimages.uflib.ufl.edu/UF/00/09/84/59/00003/Page_01.jpg,https://www.dloc.com/UF00098459/00003/images,image,dLOC,,
hsmcdonald,Hazel Simmons-McDonald,Caribbean Quarterly,December,,2006,,https://www.dloc.com/UF00099208/00086/images,https://www.dloc.com/UF00099208/00086/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
hsmcdonald,Hazel Simmons-McDonald,Caribbean Quarterly,December,,2007,,https://www.dloc.com/UF00099208/00089/images,https://www.dloc.com/UF00099208/00089/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
hklonaris,Helen Klonaris,Mapping LGBT Caribbean Literature by Yilin Andre Wang,,,2014,,https://www.dloc.com/AA00035150/00001/pdf,https://www.dloc.com/AA00035150/00001/pdf,pdf,dLOC,,
hklonaris,Helen Klonaris,The Tribune,June,25,2005,,https://ufdcimages.uflib.ufl.edu/UF/00/08/42/49/00143/84249_143_001.jpg,https://www.dloc.com/UF00084249/00143/images,image,dLOC,,
hklonaris,Helen Klonaris,Our Caribbean: a gathering of lesbian and gay writing from the Antilles,,,2008,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/14/00001/LambadaBookReportSpring2009_Page_1.jpg,https://www.dloc.com/AA00000014/00001/images,image,dLOC,,
hgdlisser,Herbert George De Lisser,Twentieth century Jamaica,,,1913,,https://ufdcimages.uflib.ufl.edu/UF/00/08/09/38/00001/00001.jpg,https://www.dloc.com/UF00080938/00001/images,image,dLOC,,
hgdlisser,Herbert George De Lisser,The Arawak girl,,,1958,,https://ufdcimages.uflib.ufl.edu/UF/00/08/25/52/00001/00001.jpg,https://www.dloc.com/UF00082552/00001/images,image,dLOC,,
hgdlisser,Herbert George De Lisser,Representations of women in selected works of Herbert George De Lisser,July,,2013,,https://www.dloc.com/AA00039783/00001/pdf,https://www.dloc.com/AA00039783/00001/pdf,pdf,dLOC,,
hgdlisser,Herbert George De Lisser,Jamaica and the Great War,,,1917,,https://ufdcimages.uflib.ufl.edu/UF/00/08/11/75/00001/00002b.jpg,https://www.dloc.com/UF00081175/00001/images,image,dLOC,,
hgdlisser,Herbert George De Lisser,Jane's career: a story of Jamaica,,,1913,,https://ufdcimages.uflib.ufl.edu/CA/01/00/00/09/00001/page_00001.jpg,https://www.dloc.com/CA01000009/00001/images,image,dLOC,,
hgdlisser,Herbert George De Lisser,Revenge: A Tale of Old Jamaica,,,1919,,https://ufdcimages.uflib.ufl.edu/AA/00/06/37/45/00001/Revenge_0001.jpg,https://www.dloc.com/AA00063745/00001/images,image,dLOC,,
hpapailler,Hubert Papailler,Contribution a l'alphabetisation : plaquette-souvenir editee par la Secretairerie d'Etat du commerce et de l'industrie,,,1959,,https://ufdcimages.uflib.ufl.edu/AA/00/00/07/93/00001/00001.jpg,https://www.dloc.com/AA00000793/00001/images,image,dLOC,,
hpapailler,Hubert Papailler,Loi du 8 décembre 1959 sur l'immigration et l'émigration,December,8,1959,,https://ufdcimages.uflib.ufl.edu/AA/00/00/07/21/00001/00001.jpg,https://www.dloc.com/AA00000721/00001/images,image,dLOC,,
hpapailler,Hubert Papailler,Nouvelliste,April,23,1959,,https://ufdcimages.uflib.ufl.edu/UF/00/00/00/81/11000/00001.jpg,https://www.dloc.com/UF00000081/11000/images,image,dLOC,,
hpapailler,Hubert Papailler,Nouvelliste,June,8,1959,,https://ufdcimages.uflib.ufl.edu/UF/00/00/00/81/11039/00001.jpg,https://www.dloc.com/UF00000081/11039/images,image,dLOC,,
ifaubert,Ida Faubert,Le Nouvelliste,February,18,1967,French,https://ufdcimages.uflib.ufl.edu/UF/00/00/00/81/05733/00001.jpg,https://www.dloc.com/UF00000081/05733/images,image,dLOC,,
ifulani,Ifeona Fulani,"Interview with Edward Baugh, 30 January 2018, by Leah Rosenberg",January,30,2018,,https://www.dloc.com/AA00067926/00001/pdf,https://www.dloc.com/AA00067926/00001/pdf,pdf,dLOC,,
ifulani,Ifeona Fulani,Caribbean beat,July,,2013,,https://www.dloc.com/AA00090268/00012/pdf,https://www.dloc.com/AA00090268/00012/pdf,pdf,dLOC,,
ifulani,Ifeona Fulani,MaComère,,,2006,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00009/00000.jpg,https://www.dloc.com/AA00000079/00009/images,image,dLOC,,
ikhan,Ismith Khan,The obeah man,,,1964,,https://ufdcimages.uflib.ufl.edu/AA/00/03/07/09/00001/PS3561-H28O251964_dj.jpg,https://www.dloc.com/AA00030709/00001/images,image,dLOC,,
ikhan,Ismith Khan,Caribbean Quarterly,March,,1995,,https://www.dloc.com/UF00099208/00054/images,https://www.dloc.com/UF00099208/00054/images,image,dLOC,,"Access to this item is restricted to UF students, faculty, and staff"
ikhan,Ismith Khan,"Digital Library of the Caribbean (dLOC): Partners, Platforms, & Practices for Studies of the Caribbean in the Digital Age",September,26,2019,,https://www.dloc.com/AA00068846/00003/pdf,https://www.dloc.com/AA00068846/00003/pdf,pdf,dLOC,,
jwboddamwhetham,J.W. Boddam-Whetham,The Nassau guardian,January,19,1916,,https://ufdcimages.uflib.ufl.edu/AA/00/07/68/90/06006/0027.jpg,https://www.dloc.com/AA00076890/06006/images,image,dLOC,,
jwboddamwhetham,J.W. Boddam-Whetham,The Nassau guardian,January,13,1912,,https://ufdcimages.uflib.ufl.edu/AA/00/07/68/90/05587/0013.jpg,https://www.dloc.com/AA00076890/05587/images,image,dLOC,,
jwboddamwhetham,J.W. Boddam-Whetham,"Lankesteriana
la revista científica del Jardín Botánico Lankester, Universidad de Costa Rica",August,,2009,,https://ufdcimages.uflib.ufl.edu/UF/00/09/87/23/00023/00008-2009_Page_001.jpg,https://www.dloc.com/UF00098723/00023/images,image,dLOC,,
jroumain,Jacques Roumain,Haiti Kenbe la,January,27,2011,,https://manioc.univ-antilles.fr/omeka-s/files/original/1120/Haiti-Kenbe-la.mp4,https://www.dloc.com/MANIOC1164/00001/downloads,video,dLOC,,Resource is not loading
jroumain,Jacques Roumain,"Inter-Actualites Magazine: Hubert de Ronceray, CHISS; essai de Jean-Claude Fignole sur Jacques Roumain et «Gouverneurs de la Rosee»",January,12,1975,,https://repository.duke.edu/dc/radiohaiti/RL10059-RR-0051_01,https://www.dloc.com/AA00074739/00001/downloads,audio,dLOC,,
jroumain,Jacques Roumain,"Maurice Faillevic au sujet de l'adaptation de «Gouverneurs de la Rosee», interview Jean L. Dominique",,,1974,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/47/32/00001/RL10059-RR-0044_01.mp3,https://www.dloc.com/AA00074732/00001/audios,audio,dLOC,,
jroumain,Jacques Roumain,The Vodou Archive : Curating and sharing the sources of Vodou religion and culture ( UF Enhancing the Humanities Grant Proposal ),November,,2011,,https://www.dloc.com/AA00007884/00001/pdf,https://www.dloc.com/AA00007884/00001/pdf,pdf,dLOC,,
jroumain,Jacques Roumain,Rehabilitation d'un Poete Haitien,,,2010,,https://www.dloc.com/UFE0041167/00001/pdf,https://www.dloc.com/UFE0041167/00001/pdf,pdf,dLOC,,
jroumain,Jacques Roumain,"Vodou Class Notes, Version 2",,,,,https://ufdcimages.uflib.ufl.edu/UF/00/09/89/58/00003/Vodou_Class_Notes_Page_01.jpg,https://www.dloc.com/UF00098958/00003/images,image,dLOC,,
jroumain,Jacques Roumain,Entre Nous : Jean Jonassaint sur la litterature haitienne (1),August,11,2002,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/36/70/00001/RL10059-CS-1395_01.mp3,https://www.dloc.com/AA00073670/00001/audios,audio,dLOC,,
jroumain,Jacques Roumain,Entre Nous : Jean Jonassaint sur la litterature haitienne (2),August,11,2002,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/36/71/00001/RL10059-CS-1395_02.mp3,https://www.dloc.com/AA00073671/00001/audios,audio,dLOC,,
jroumain,Jacques Roumain,Gouverneurs de la rosee (1),,,1972,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/10/52/00001/RL10059-CD-0001_01.mp3,https://www.dloc.com/AA00071052/00001/audios,audio,dLOC,,
jroumain,Jacques Roumain,Gouverneurs de la rosee (2),,,1972,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/10/53/00001/RL10059-CD-0002_01.mp3,https://www.dloc.com/AA00071053/00001/audios,audio,dLOC,,
jroumain,Jacques Roumain,"Pradel Pompilus sur Louis Joseph Janvier, interview Jean L. Dominique; Gouverneurs de la Rosee (partiel)",,,1972,,https://ufdcimages.uflib.ufl.edu/AA/00/07/47/61/00001/RL10059-RR-0073_01.mp3,https://www.dloc.com/AA00074761/00001/audios,audio,dLOC,,
jsalexis,Jacques Stephen Alexis,Entre Nous: Lettres de Jacques Stephen Alexis (Inedits),April,26,1987,,https://ufdcimages.uflib.ufl.edu/AA/00/07/32/80/00001/RL10059-CS-1197_01.mp3,https://www.dloc.com/AA00073280/00001/audios,audio,dLOC,,
jsalexis,Jacques Stephen Alexis,"Entre Nous: Emission sur Jacques Stephen Alexis, l'ecrivain (1)",,,,,https://ufdcimages.uflib.ufl.edu/AA/00/07/32/78/00001/RL10059-CS-1196_01.mp3,https://www.dloc.com/AA00073278/00001,audio,dLOC,,
jsalexis,Jacques Stephen Alexis,"Entre Nous : Herve Denis, « Nuit vorace » (1)",April,21,1996,,https://ufdcimages.uflib.ufl.edu/AA/00/07/34/43/00001/RL10059-CS-1280_01.mp3,https://www.dloc.com/AA00073443/00001/audios,audio,dLOC,,
jsalexis,Jacques Stephen Alexis,"Entre Nous : Herve Denis, « Nuit vorace » (2)",April,21,1996,,https://ufdcimages.uflib.ufl.edu/AA/00/07/34/44/00001/RL10059-CS-1280_02.mp3,https://www.dloc.com/AA00073444/00001/audios,audio,dLOC,,
jsalexis,Jacques Stephen Alexis,"Face a l'Opinion: Baron Douge, Marques Michel. CENOP (Centre d'encadrement des organisations populaires) (1)",November,3,1999,,https://ufdcimages.uflib.ufl.edu/AA/00/07/25/00/00001/RL10059-CS-0757_01.mp3,https://www.dloc.com/AA00072500/00001/audios,audio,dLOC,,
jsalexis,Jacques Stephen Alexis,"Face a l'Opinion: Baron Douge, Marques Michel. CENOP (Centre d'encadrement des organisations populaires) (2)",November,3,1999,,https://ufdcimages.uflib.ufl.edu/AA/00/07/25/01/00001/RL10059-CS-0757_02.mp3,https://www.dloc.com/AA00072501/00001/audios,audio,dLOC,,
jkincaid,Jamaica Kincaid,Dissimulating Women: Jamaica Kincaid's Annie John and Autobiography of My Mother,,,2005,,https://ufdcimages.uflib.ufl.edu/UF/E0/01/08/33/00001/collins_l_Page_01.jpg,https://www.dloc.com/UFE0010833/00001/images,audio,dLOC,,
jkincaid,Jamaica Kincaid,Consuming Identities,,,2008,,https://www.dloc.com/UFE0022501/00001/pdf,https://www.dloc.com/UFE0022501/00001/pdf,pdf,dLOC,,
jkincaid,Jamaica Kincaid,Mapping LGBT Caribbean Literature by Yilin Andre Wang,,,2014,,https://www.dloc.com/AA00035150/00001/pdf,https://www.dloc.com/AA00035150/00001/pdf,pdf,dLOC,,
jkincaid,Jamaica Kincaid,The folks as hosts : the grassroots view of tourism,May,,1991,,https://ufdcimages.uflib.ufl.edu/CA/00/40/00/82/00001/00001.jpg,http://dloc.com/CA00400082/00001/images,image,dLOC,,
jkincaid,Jamaica Kincaid,"Sargasso, A Journal of Caribbean Literature, Language, and Culture",December,,2005,,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00015/00001.jpg,https://www.dloc.com/UF00096005/00015/images,image,dLOC,,
jkincaid,Jamaica Kincaid,"Sargasso, A Journal of Caribbean Literature, Language, and Culture",,,1987,,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00003/00001.jpg,https://www.dloc.com/UF00096005/00003/images,image,dLOC,,
jkincaid,Jamaica Kincaid,MaComère,,,2005,,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00008/00000.jpg,https://www.dloc.com/AA00000079/00008/images,image,dLOC,,
jkincaid,Jamaica Kincaid,Caribbean review of books,August,,1991,,https://ufdcimages.uflib.ufl.edu/UF/00/09/40/97/00001/00001.jpg,https://www.dloc.com/UF00094097/00001/images,image,dLOC,,
jkincaid,Jamaica Kincaid,Caribbean Quarterly,March,,1994,,,,,dLOC,,"(1) Access to this item is restricted to UF students, faculty, and staff.  (2) Missing DLOC URL"
jamsie,Jamsie,"Star (Roseau, Dominica)",November,15,1969,,https://ufdcimages.uflib.ufl.edu/UF/00/07/24/76/00211/00001.jpg,https://www.dloc.com/UF00072476/00211/images,image,dLOC,,
jamsie,Jamsie,"“Hubert & Dora”, by “Jamsie”, published in The Clarion newspaper, Port of Spain, compiled by Lise Winer",,,2018,,https://www.dloc.com/AA00064506/00001/pdf,https://www.dloc.com/AA00064506/00001/pdf,pdf,dLOC,,
jjdominique,Jan J Dominique,"Entre Nous : Jan J. Dominique, « Evasion »",March,24,1996,,https://ufdcimages.uflib.ufl.edu/AA/00/07/34/38/00001/RL10059-CS-1277_02.mp3,https://www.dloc.com/AA00073438/00001/audios,audio,dLOC,,
jjdominique,Jan J Dominique,"Entre Nous : Jan J. Dominique, « Evasion » (1)",March,24,1996,,https://ufdcimages.uflib.ufl.edu/AA/00/07/29/55/00001/RL10059-CS-1015_01.mp3,https://www.dloc.com/AA00072955/00001/audios,audio,dLOC,,
jjdominique,Jan J Dominique,"Entre Nous : Jan J. Dominique, « Evasion » (2)",March,24,1996,,https://ufdcimages.uflib.ufl.edu/AA/00/07/29/56/00001/RL10059-CS-1015_02.mp3,https://www.dloc.com/AA00072956/00001/audios,audio,dLOC,,
jjdominique,Jan J Dominique,"Entre Nous: « Inventer... la Celestine » , J.J. Dominique (1)",Feburary,13,2000,,https://ufdcimages.uflib.ufl.edu/AA/00/07/29/59/00001/RL10059-CS-1017_01.mp3,https://www.dloc.com/AA00072959/00001/audios,audio,dLOC,,
jjdominique,Jan J Dominique,Entèvyou J.J. Dominique nan Radyo Solèy (Nouyòk) sou asasina Jean Dominique ak Radyo Ayiti,April,21,2001,,https://ufdcimages.uflib.ufl.edu/AA/00/07/43/38/00001/RL10059-CS-1752_01.mp3,https://www.dloc.com/AA00074338/00001/audios,audio,dLOC,,
